"Index"	"date"	"asset"	"price"
252	"Sep 2012"	"DEMIX.Adjusted"	1.65722566048037
253	"Oct 2012"	"DEMIX.Adjusted"	1.68876219790822
254	"Nov 2012"	"DEMIX.Adjusted"	1.66566827735687
255	"Dec 2012"	"DEMIX.Adjusted"	1.63169850118349
256	"Jan 2013"	"DEMIX.Adjusted"	1.3549211973072
257	"Feb 2013"	"DEMIX.Adjusted"	1.36055846649611
258	"Mar 2013"	"DEMIX.Adjusted"	1.38377923562556
259	"Apr 2013"	"DEMIX.Adjusted"	1.37585409060304
260	"May 2013"	"DEMIX.Adjusted"	0.346827215741044
261	"Jun 2013"	"DEMIX.Adjusted"	0.723805297172334
262	"Jul 2013"	"DEMIX.Adjusted"	0.768195725681851
263	"Aug 2013"	"DEMIX.Adjusted"	0.674464916066709
264	"Sep 2013"	"DEMIX.Adjusted"	0.768674173232033
265	"Oct 2013"	"DEMIX.Adjusted"	0.823680890593392
266	"Nov 2013"	"DEMIX.Adjusted"	0.791813112019286
267	"Dec 2013"	"DEMIX.Adjusted"	0.92701489065794
268	"Jan 2014"	"DEMIX.Adjusted"	1.10558182217019
269	"Feb 2014"	"DEMIX.Adjusted"	1.11161008746357
270	"Mar 2014"	"DEMIX.Adjusted"	1.15112888457038
271	"Apr 2014"	"DEMIX.Adjusted"	1.14248240274861
272	"May 2014"	"DEMIX.Adjusted"	1.17636972844406
273	"Jun 2014"	"DEMIX.Adjusted"	1.03970283597877
274	"Jul 2014"	"DEMIX.Adjusted"	1.01542222700393
275	"Aug 2014"	"DEMIX.Adjusted"	1.1558057148857
276	"Sep 2014"	"DEMIX.Adjusted"	1.03786835406619
277	"Mar 2010"	"ACFFX.Adjusted"	0
278	"Apr 2010"	"ACFFX.Adjusted"	0
279	"May 2010"	"ACFFX.Adjusted"	0
280	"Jun 2010"	"ACFFX.Adjusted"	0
281	"Jul 2010"	"ACFFX.Adjusted"	0
282	"Aug 2010"	"ACFFX.Adjusted"	0
283	"Sep 2010"	"ACFFX.Adjusted"	0
284	"Oct 2010"	"ACFFX.Adjusted"	0
285	"Nov 2010"	"ACFFX.Adjusted"	0
286	"Dec 2010"	"ACFFX.Adjusted"	0
287	"Jan 2011"	"ACFFX.Adjusted"	0
288	"Feb 2011"	"ACFFX.Adjusted"	0.814796662946526
289	"Mar 2011"	"ACFFX.Adjusted"	0.832704423974908
290	"Apr 2011"	"ACFFX.Adjusted"	0.845546539870791
291	"May 2011"	"ACFFX.Adjusted"	0.76865308117017
292	"Jun 2011"	"ACFFX.Adjusted"	0.970105933379982
293	"Jul 2011"	"ACFFX.Adjusted"	0.93052626051856
294	"Aug 2011"	"ACFFX.Adjusted"	0.983260606730699
295	"Sep 2011"	"ACFFX.Adjusted"	1.11296421981022
296	"Oct 2011"	"ACFFX.Adjusted"	0.922649667477739
297	"Nov 2011"	"ACFFX.Adjusted"	0.920178379358638
298	"Dec 2011"	"ACFFX.Adjusted"	0.852602272736401
299	"Jan 2012"	"ACFFX.Adjusted"	0.893710215537658
300	"Feb 2012"	"ACFFX.Adjusted"	0.946570105362894
301	"Mar 2012"	"ACFFX.Adjusted"	0.922069539587621
302	"Apr 2012"	"ACFFX.Adjusted"	0.870527453686392
303	"May 2012"	"ACFFX.Adjusted"	0.876156787158706
304	"Jun 2012"	"ACFFX.Adjusted"	0.889872985853014
305	"Jul 2012"	"ACFFX.Adjusted"	0.916506103381782
306	"Aug 2012"	"ACFFX.Adjusted"	0.987255702637667
307	"Sep 2012"	"ACFFX.Adjusted"	0.784027106268983
308	"Oct 2012"	"ACFFX.Adjusted"	0.978449643883788
309	"Nov 2012"	"ACFFX.Adjusted"	0.973863053347236
310	"Dec 2012"	"ACFFX.Adjusted"	0.970316005315803
311	"Jan 2013"	"ACFFX.Adjusted"	0.763842083864066
312	"Feb 2013"	"ACFFX.Adjusted"	0.67597273041759
313	"Mar 2013"	"ACFFX.Adjusted"	0.773425998722565
314	"Apr 2013"	"ACFFX.Adjusted"	0.829314456442727
315	"May 2013"	"ACFFX.Adjusted"	0.44911410029431
316	"Jun 2013"	"ACFFX.Adjusted"	0.423870988137586
317	"Jul 2013"	"ACFFX.Adjusted"	0.530644917147432
318	"Aug 2013"	"ACFFX.Adjusted"	0.336344824179994
319	"Sep 2013"	"ACFFX.Adjusted"	0.375446468027157
320	"Oct 2013"	"ACFFX.Adjusted"	0.410984060644442
321	"Nov 2013"	"ACFFX.Adjusted"	0.335956774590669
322	"Dec 2013"	"ACFFX.Adjusted"	0.315167108230818
323	"Jan 2014"	"ACFFX.Adjusted"	0.457379292280164
324	"Feb 2014"	"ACFFX.Adjusted"	0.531499233875725
325	"Mar 2014"	"ACFFX.Adjusted"	0.509424063166877
326	"Apr 2014"	"ACFFX.Adjusted"	0.496946869659481
327	"May 2014"	"ACFFX.Adjusted"	0.542257973832443
328	"Jun 2014"	"ACFFX.Adjusted"	0.51129477520764
329	"Jul 2014"	"ACFFX.Adjusted"	0.548554452591955
330	"Aug 2014"	"ACFFX.Adjusted"	0.653682675363042
331	"Sep 2014"	"ACFFX.Adjusted"	0.717167797987287
332	"Mar 2010"	"PCLIX.Adjusted"	NA
333	"Apr 2010"	"PCLIX.Adjusted"	NA
334	"May 2010"	"PCLIX.Adjusted"	NA
335	"Jun 2010"	"PCLIX.Adjusted"	NA
336	"Jul 2010"	"PCLIX.Adjusted"	0
337	"Aug 2010"	"PCLIX.Adjusted"	0
338	"Sep 2010"	"PCLIX.Adjusted"	0
339	"Oct 2010"	"PCLIX.Adjusted"	0
340	"Nov 2010"	"PCLIX.Adjusted"	0
341	"Dec 2010"	"PCLIX.Adjusted"	0
342	"Jan 2011"	"PCLIX.Adjusted"	0
343	"Feb 2011"	"PCLIX.Adjusted"	0
344	"Mar 2011"	"PCLIX.Adjusted"	0
345	"Apr 2011"	"PCLIX.Adjusted"	0
346	"May 2011"	"PCLIX.Adjusted"	0
347	"Jun 2011"	"PCLIX.Adjusted"	1.0872270788442
348	"Jul 2011"	"PCLIX.Adjusted"	1.05382081520885
349	"Aug 2011"	"PCLIX.Adjusted"	0.988715218078142
350	"Sep 2011"	"PCLIX.Adjusted"	1.37789037645307
351	"Oct 2011"	"PCLIX.Adjusted"	1.12263533102634
352	"Nov 2011"	"PCLIX.Adjusted"	1.12673097654078
353	"Dec 2011"	"PCLIX.Adjusted"	1.05498990392004
354	"Jan 2012"	"PCLIX.Adjusted"	1.03865689084313
355	"Feb 2012"	"PCLIX.Adjusted"	1.0130462128839
356	"Mar 2012"	"PCLIX.Adjusted"	0.975492858548174
357	"Apr 2012"	"PCLIX.Adjusted"	0.940352453870473
358	"May 2012"	"PCLIX.Adjusted"	1.00302307174248
359	"Jun 2012"	"PCLIX.Adjusted"	0.980653131435191
360	"Jul 2012"	"PCLIX.Adjusted"	1.03932610252224
361	"Aug 2012"	"PCLIX.Adjusted"	1.19869141940344
362	"Sep 2012"	"PCLIX.Adjusted"	1.0386541304304
363	"Oct 2012"	"PCLIX.Adjusted"	1.23827648860439
364	"Nov 2012"	"PCLIX.Adjusted"	1.23006004574877
365	"Dec 2012"	"PCLIX.Adjusted"	1.22592159945722
366	"Jan 2013"	"PCLIX.Adjusted"	1.2244855513433
367	"Feb 2013"	"PCLIX.Adjusted"	1.18447329910049
368	"Mar 2013"	"PCLIX.Adjusted"	1.23221489052569
369	"Apr 2013"	"PCLIX.Adjusted"	1.22649290271392
370	"May 2013"	"PCLIX.Adjusted"	0.854114436897357
371	"Jun 2013"	"PCLIX.Adjusted"	0.963123852156962
372	"Jul 2013"	"PCLIX.Adjusted"	1.05477791678324
373	"Aug 2013"	"PCLIX.Adjusted"	0.491828334299672
374	"Sep 2013"	"PCLIX.Adjusted"	0.422090447652802
375	"Oct 2013"	"PCLIX.Adjusted"	0.226719645084044
376	"Nov 2013"	"PCLIX.Adjusted"	0.286090414224815
377	"Dec 2013"	"PCLIX.Adjusted"	0.296950948157905
378	"Jan 2014"	"PCLIX.Adjusted"	0.162080904358762
379	"Feb 2014"	"PCLIX.Adjusted"	0.290187360680879
380	"Mar 2014"	"PCLIX.Adjusted"	0.272117544570096
381	"Apr 2014"	"PCLIX.Adjusted"	0.2708830837697
382	"May 2014"	"PCLIX.Adjusted"	0.286077818872386
383	"Jun 2014"	"PCLIX.Adjusted"	0.197331658547488
384	"Jul 2014"	"PCLIX.Adjusted"	0.257182755141176
385	"Aug 2014"	"PCLIX.Adjusted"	0.498894147453529
386	"Sep 2014"	"PCLIX.Adjusted"	0.670308296759892
387	"Mar 2010"	"VNQ.Adjusted"	0
388	"Apr 2010"	"VNQ.Adjusted"	0
389	"May 2010"	"VNQ.Adjusted"	0
390	"Jun 2010"	"VNQ.Adjusted"	0
391	"Jul 2010"	"VNQ.Adjusted"	0
392	"Aug 2010"	"VNQ.Adjusted"	0
393	"Sep 2010"	"VNQ.Adjusted"	0
394	"Oct 2010"	"VNQ.Adjusted"	0
395	"Nov 2010"	"VNQ.Adjusted"	0
396	"Dec 2010"	"VNQ.Adjusted"	0
